,artist,pixelsx,pixelsy,size_bytes,style,title,new_filename,filepath
32,Paul Cezanne,2536.0,3322.0,919339.0,Impressionism,Portrait of Madame Cezanne ,80463.jpg,five_classes/80463.jpg
33,Paul Cezanne,2536.0,3309.0,953453.0,Impressionism,Portrait of Victor Chocquet ,26042.jpg,five_classes/26042.jpg
34,Paul Cezanne,2536.0,3303.0,908410.0,Impressionism,The pond of the Jas de Bouffan ,20090.jpg,five_classes/20090.jpg
35,Anders Zorn,2351.0,3556.0,1847571.0,Impressionism,Omnibus,100236.jpg,five_classes/100236.jpg
36,Paul Cezanne,3176.0,2623.0,1074899.0,Impressionism,Bathers,16692.jpg,five_classes/16692.jpg
37,Max Slevogt,3300.0,2514.0,4806918.0,Impressionism,The Nile at Aswan,86549.jpg,five_classes/86549.jpg
38,James Tissot,2575.0,3217.0,1830767.0,Impressionism,Portrait of an Actress in Eighteenth Century Dress,20440.jpg,five_classes/20440.jpg
39,Paul Cezanne,2536.0,3249.0,635225.0,Impressionism,Self-portrait,8521.jpg,five_classes/8521.jpg
40,Paul Cezanne,3176.0,2590.0,1048586.0,Impressionism,The Seine at Bercy,63776.jpg,five_classes/63776.jpg
41,Edgar Degas,2616.0,3139.0,2113936.0,Impressionism,Woman Leaving Her Bath,98645.jpg,five_classes/98645.jpg
42,Claude Monet,3335.0,2456.0,1108621.0,Impressionism,Vetheuil,16139.jpg,five_classes/16139.jpg
43,Alfred Sisley,3176.0,2556.0,657042.0,Impressionism,Pont de Moret sur Loing,91127.jpg,five_classes/91127.jpg
44,Edgar Degas,2563.0,3162.0,1912056.0,Impressionism,Woman Having Her Hair Combed,62534.jpg,five_classes/62534.jpg
45,Paul Cezanne,2536.0,3174.0,1044039.0,Impressionism,View of Auvers,41649.jpg,five_classes/41649.jpg
46,Berthe Morisot,2536.0,3131.0,790618.0,Impressionism,In the Dining Room,91655.jpg,five_classes/91655.jpg
47,Anders Zorn,2432.0,3264.0,1057120.0,Impressionism,Dance in Gopsmor,58658.jpg,five_classes/58658.jpg
48,Edgar Degas,2508.0,3157.0,1546748.0,Impressionism,Orchestra of the Opera,14705.jpg,five_classes/14705.jpg
49,Claude Monet,3060.0,2586.0,4166741.0,Impressionism,Camille Monet and a Child in the Artist’s Garden in Argenteuil,61167.jpg,five_classes/61167.jpg
50,Alfred Sisley,2536.0,3100.0,811617.0,Impressionism,Church at Moret after the Rain,25493.jpg,five_classes/25493.jpg
51,Claude Monet,2243.0,3500.0,1625486.0,Impressionism,Rouen Cathedral,11233.jpg,five_classes/11233.jpg
52,"Pontgibaud, village in Peschadoire",3048.0,2572.0,3117799.0,Impressionism,Mountain Landscape,59845.jpg,five_classes/59845.jpg
53,Alfred Sisley,2536.0,3069.0,940002.0,Impressionism,Garden in Louveciennes in the Snow,72602.jpg,five_classes/72602.jpg
54,Georg Pauli,3405.0,2269.0,2125747.0,Impressionism,French Landscape,33800.jpg,five_classes/33800.jpg
55,Henri de Toulouse-Lautrec,2536.0,3046.0,855712.0,Impressionism,Self-portrait in front of a mirror,46083.jpg,five_classes/46083.jpg
56,Henri de Toulouse-Lautrec,3176.0,2426.0,981719.0,Impressionism,Count Alphonse de Toulouse Lautrec driving a four horse hitch,75455.jpg,five_classes/75455.jpg
57,Claude Monet,2297.0,3350.0,4963942.0,Impressionism,"Rouen Cathedral, evening, harmony in brown",15562.jpg,five_classes/15562.jpg
58,Honore Daumier,2365.0,3250.0,1033097.0,Impressionism,Mother with Child,91548.jpg,five_classes/91548.jpg
59,Paul Cezanne,3176.0,2401.0,1055039.0,Impressionism,Road,100283.jpg,five_classes/100283.jpg
60,Paul Cezanne,2536.0,3006.0,672258.0,Impressionism,Self-portrait in front of pink background,100152.jpg,five_classes/100152.jpg
61,Claude Monet,2500.0,3041.0,3090321.0,Impressionism,"Weeping Willow, Giverny",37160.jpg,five_classes/37160.jpg
62,Edgar Degas,2394.0,3170.0,2337753.0,Impressionism,Singer in Green,93521.jpg,five_classes/93521.jpg
63,Edgar Degas,2378.0,3186.0,1445244.0,Impressionism,Head of a Young Woman,78280.jpg,five_classes/78280.jpg
64,Edgar Degas,2388.0,3146.0,1265739.0,Impressionism,Edmond and Thérèse Morbilli,11295.jpg,five_classes/11295.jpg
65,Edgar Degas,2708.0,2765.0,1425713.0,Impressionism,Edmond Duranty,7614.jpg,five_classes/7614.jpg
66,Honore Daumier,2302.0,3250.0,1505931.0,Impressionism,Pierrot with Guitar,56418.jpg,five_classes/56418.jpg
67,Edgar Degas,2356.0,3173.0,1633618.0,Impressionism,The Dancing Examination,84017.jpg,five_classes/84017.jpg
68,Edgar Degas,2676.0,2792.0,1702450.0,Impressionism,"Ballet Class, the Dance Hall",44022.jpg,five_classes/44022.jpg
69,Camille Pissarro,3176.0,2335.0,811302.0,Impressionism,The Hermitage at Pontoise,25299.jpg,five_classes/25299.jpg
70,Paul Cezanne,3176.0,2334.0,837995.0,Impressionism,A Painter at Work,96231.jpg,five_classes/96231.jpg
71,Edgar Degas,2332.0,3176.0,1549188.0,Impressionism,"Tuileries, the woman with a parasol",42660.jpg,five_classes/42660.jpg
72,Pierre-Auguste Renoir,2959.0,2500.0,3101665.0,Impressionism,By the Water (Near the Lake),3603.jpg,five_classes/3603.jpg
73,Edgar Degas,2329.0,3176.0,1232868.0,Impressionism,Helene Rouart in Her Father s Study,28594.jpg,five_classes/28594.jpg
74,Eugene Boudin,3129.0,2358.0,1739629.0,Impressionism,Marina,90352.jpg,five_classes/90352.jpg
75,Edgar Degas,2536.0,2902.0,601799.0,Impressionism,Dancers in Blue,63091.jpg,five_classes/63091.jpg
76,Before the Start,4096.0,1792.0,843036.0,Impressionism,At the Races,82842.jpg,five_classes/82842.jpg
77,Edgar Degas,2310.0,3162.0,1777672.0,Impressionism,Dancer Posing,23523.jpg,five_classes/23523.jpg
78,Edgar Degas,2310.0,3147.0,1461258.0,Impressionism,The Pedicure,95494.jpg,five_classes/95494.jpg
79,Claude Monet,2997.0,2419.0,2395530.0,Impressionism,Landscape near Montecarlo,50977.jpg,five_classes/50977.jpg
80,Edgar Degas,2285.0,3171.0,1610096.0,Impressionism,The Cup of Tea (Breakfast after Bathing),58952.jpg,five_classes/58952.jpg
81,Edgar Degas,2733.0,2647.0,1884355.0,Impressionism,The Toilette,26979.jpg,five_classes/26979.jpg
82,Edgar Degas,2304.0,3132.0,1560288.0,Impressionism,Two Dancers on Stage,20745.jpg,five_classes/20745.jpg
83,Kimon Loghi,3093.0,2333.0,2505657.0,Impressionism,Sunset,58972.jpg,five_classes/58972.jpg
84,Edgar Degas,2274.0,3170.0,1383529.0,Impressionism,The Absinthe Drinker,5701.jpg,five_classes/5701.jpg
85,Claude Monet,3000.0,2396.0,1206162.0,Impressionism,Trees in Bloom,38252.jpg,five_classes/38252.jpg
86,Edgar Degas,2603.0,2760.0,1632640.0,Impressionism,"After the Bath, Woman Drying Herself ",76222.jpg,five_classes/76222.jpg
87,Claude Monet,3000.0,2391.0,3595007.0,Impressionism,The Church at Varengeville,34888.jpg,five_classes/34888.jpg
88,Claude Monet,3000.0,2390.0,2402461.0,Impressionism,The Promenade near Limetz,11308.jpg,five_classes/11308.jpg
89,Konstantinos Volanakis,2480.0,2876.0,1101634.0,Impressionism,Before dusk,70292.jpg,five_classes/70292.jpg
90,Claude Monet,2376.0,3000.0,2035400.0,Impressionism,The Mannerport near Etretat,86389.jpg,five_classes/86389.jpg
91,Paul Cezanne,3200.0,2223.0,968655.0,Impressionism,The Obstpfluckerin,40130.jpg,five_classes/40130.jpg
92,Alfred Sisley,3200.0,2221.0,707450.0,Impressionism,The Loing at Moret,4808.jpg,five_classes/4808.jpg
93,Edgar Degas,2509.0,2824.0,1430423.0,Impressionism,Diego Martelli ,97509.jpg,five_classes/97509.jpg
94,Claude Monet,3000.0,2360.0,1628205.0,Impressionism,Grainstack at Sunset,9865.jpg,five_classes/9865.jpg
95,Kimon Loghi,2249.0,3138.0,2453609.0,Impressionism,The Lake in the Forest,15127.jpg,five_classes/15127.jpg
96,Childe Hassam,3300.0,2136.0,3912858.0,Impressionism,Surf and Rocks,24766.jpg,five_classes/24766.jpg
97,Edgar Degas,2254.0,3127.0,1106473.0,Impressionism,Self Portrait in a Soft Hat,95079.jpg,five_classes/95079.jpg
98,Berthe Morisot,2930.0,2388.0,6141746.0,Impressionism,Hanging the Laundry out to Dry,81334.jpg,five_classes/81334.jpg
99,Edgar Degas,2179.0,3191.0,1288258.0,Impressionism,Jockeys before the Start with Flagpoll,43448.jpg,five_classes/43448.jpg
100,Edgar Degas,2461.0,2800.0,1821780.0,Impressionism,Ballet Dancers in the Wings,3266.jpg,five_classes/3266.jpg
101,Edgar Degas,2711.0,2515.0,1433444.0,Impressionism,Seated Woman pulling her glove,71777.jpg,five_classes/71777.jpg
102,Max Liebermann,2267.0,3000.0,2448061.0,Impressionism,"The Surgeon, Ferdinand Sauerbruch",74279.jpg,five_classes/74279.jpg
103,Edgar Degas,2694.0,2523.0,1061855.0,Impressionism,Ballet Scene from Robert la Diable,80726.jpg,five_classes/80726.jpg
104,Robert Julian Onderdonk,3000.0,2262.0,2461769.0,Impressionism,Bluebonnets at Late Afternoon,30593.jpg,five_classes/30593.jpg
105,Edgar Degas,2415.0,2807.0,1728871.0,Impressionism,"Dancers, Pink and Green",1171.jpg,five_classes/1171.jpg
106,Berthe Morisot,3306.0,2034.0,4065673.0,Impressionism,Summer's Day,57522.jpg,five_classes/57522.jpg
107,Gustave Caillebotte,2949.0,2250.0,1063995.0,Impressionism,"Paris, a Rainy Day",68102.jpg,five_classes/68102.jpg
108,Claude Monet,2143.0,3090.0,2726693.0,Impressionism,"Rouen Cathedral, Magic in Blue",95505.jpg,five_classes/95505.jpg
109,Edgar Degas,2064.0,3176.0,1753594.0,Impressionism,Before the Curtain Call,64247.jpg,five_classes/64247.jpg
110,Edgar Degas,2536.0,2580.0,529038.0,Impressionism,Harlequin and Colombina,37227.jpg,five_classes/37227.jpg
111,Kimon Loghi,1804.0,3613.0,2554346.0,Impressionism,The Tree,82422.jpg,five_classes/82422.jpg
112,Alfred Sisley,2871.0,2266.0,5268902.0,Impressionism,Watermill near Moret by Alfred Sisley,38309.jpg,five_classes/38309.jpg
113,Edgar Degas,2061.0,3155.0,1472134.0,Impressionism,The Morning Bath,57321.jpg,five_classes/57321.jpg
114,Kimon Loghi,3102.0,2074.0,1706444.0,Impressionism,Biarritz,10984.jpg,five_classes/10984.jpg
115,Edgar Degas,2285.0,2814.0,892568.0,Impressionism,Ballet Scene from Robert la Diable (detail),80074.jpg,five_classes/80074.jpg
116,Cornelis Vreedenburgh,2976.0,2157.0,2831154.0,Impressionism,A Peasant in a Moored Barge,31811.jpg,five_classes/31811.jpg
117,Claude Monet,2790.0,2260.0,4473770.0,Impressionism,Jeanne-Marguerite Lecadre in the Garden,32232.jpg,five_classes/32232.jpg
118,Edgar Degas,1968.0,3176.0,1109995.0,Impressionism,Rider in a Red Coat,43916.jpg,five_classes/43916.jpg
119,Robert Julian Onderdonk,3000.0,2082.0,1384835.0,Impressionism,Late Afternoon,96548.jpg,five_classes/96548.jpg
120,James Tissot,2070.0,3015.0,833583.0,Impressionism,On the Thames,60222.jpg,five_classes/60222.jpg
121,Claude Monet,2800.0,2225.0,4092671.0,Impressionism,Poplars at Giverny,39796.jpg,five_classes/39796.jpg
122,Claude Monet,2779.0,2240.0,2462271.0,Impressionism,Olive Tree Wood in the Moreno Garden,98339.jpg,five_classes/98339.jpg
123,Giuseppe de Nittis,3000.0,2070.0,1347203.0,Impressionism,A Roman Aqueduct,41321.jpg,five_classes/41321.jpg
124,Eugene Boudin,3200.0,1939.0,518319.0,Impressionism,Atlantic coast near Benerville,88159.jpg,five_classes/88159.jpg
125,Edouard Manet,3200.0,1927.0,544069.0,Impressionism,Embarkation after Folkestone,50393.jpg,five_classes/50393.jpg
126,Edgar Degas,2184.0,2818.0,1077747.0,Impressionism,Singer with a glove,16846.jpg,five_classes/16846.jpg
127,Claude Monet,2863.0,2146.0,2288367.0,Impressionism,"Saint-Lazare Station, Exterior View",80182.jpg,five_classes/80182.jpg
128,Thomas Eakins,2904.0,2096.0,4251659.0,Impressionism,Negro boy on a bay horse,56523.jpg,five_classes/56523.jpg
129,Mary Cassatt,2132.0,2848.0,950599.0,Impressionism,The Child`s Caress,43820.jpg,five_classes/43820.jpg
130,John Henry Twachtman,2832.0,2128.0,1138814.0,Impressionism,A Summer Day,67335.jpg,five_classes/67335.jpg
131,Honore Daumier,2093.0,2861.0,1029520.0,Impressionism,Don Quixote and Sancho Pansa,82759.jpg,five_classes/82759.jpg
132,Giovanni Boldini,2105.0,2835.0,1454397.0,Impressionism,Young woman's head on a pink background,39698.jpg,five_classes/39698.jpg
133,Edgar Degas,2108.0,2824.0,1333044.0,Impressionism,The Savoy Girl,39095.jpg,five_classes/39095.jpg
134,Southwest Texas,3000.0,1977.0,1264914.0,Impressionism,In the Hills,46479.jpg,five_classes/46479.jpg
135,Mary Cassatt,2054.0,2882.0,1297329.0,Impressionism,Elsie in a Blue Chair,88956.jpg,five_classes/88956.jpg
136,Edgar Degas,2735.0,2159.0,1210735.0,Impressionism,A Cotton Office in New Orleans,27765.jpg,five_classes/27765.jpg
137,Claude Monet,2837.0,2064.0,1423450.0,Impressionism,Etretat the Aval Door Fishing Boats Leaving the Harbour,72196.jpg,five_classes/72196.jpg
138,Octav Angheluta,2732.0,2139.0,2307888.0,Impressionism,Versailles,54240.jpg,five_classes/54240.jpg
139,Giuseppe de Nittis,2063.0,2831.0,1620290.0,Impressionism,Presso al lago,97088.jpg,five_classes/97088.jpg
140,Edgar Degas,2705.0,2148.0,1594667.0,Impressionism,Two Laundresses and a Horse,18446.jpg,five_classes/18446.jpg
141,Kimon Loghi,2103.0,2744.0,1817984.0,Impressionism,The Carnations,67032.jpg,five_classes/67032.jpg
142,Claude Monet,2699.0,2135.0,2203125.0,Impressionism,Fishing on the River Epte,80842.jpg,five_classes/80842.jpg
143,Claude Monet,1918.0,3000.0,1111840.0,Impressionism,Rouen Cathedral,55894.jpg,five_classes/55894.jpg
144,Honore Daumier,2024.0,2809.0,657100.0,Impressionism,On the Shore,27526.jpg,five_classes/27526.jpg
145,Pierre-Auguste Renoir,2024.0,2777.0,658746.0,Impressionism,Portrait of the couple Sisley,82624.jpg,five_classes/82624.jpg
146,Max Liebermann,2700.0,2077.0,2674156.0,Impressionism, Road in Dutch Village,57968.jpg,five_classes/57968.jpg
147,James Tissot,1558.0,3596.0,1515064.0,Impressionism,October,25745.jpg,five_classes/25745.jpg
148,Claude Monet,2000.0,2794.0,1339167.0,Impressionism,Woman Sitting under the Willows,11704.jpg,five_classes/11704.jpg
149,Georg Pauli,2605.0,2145.0,1878249.0,Impressionism,The Reading Light,67204.jpg,five_classes/67204.jpg
150,Konstantinos Volanakis,3425.0,1629.0,950336.0,Impressionism,The morning catch,73117.jpg,five_classes/73117.jpg
151,Claude Monet,2900.0,1923.0,1946346.0,Impressionism,The Boats Regatta at Argenteuil,34183.jpg,five_classes/34183.jpg
152,Niccolo Cannicci,2322.0,2400.0,379529.0,Impressionism,Il passo della Futa,41679.jpg,five_classes/41679.jpg
153,Claude Monet,2000.0,2781.0,1680615.0,Impressionism,The Rue Montargueil with Flags,62513.jpg,five_classes/62513.jpg
154,Giuseppe de Nittis,2024.0,2747.0,591045.0,Impressionism,Woman on the Beach,83311.jpg,five_classes/83311.jpg
155,Edgar Degas,2177.0,2544.0,1115972.0,Impressionism,After the Bath,72591.jpg,five_classes/72591.jpg
156,Claude Monet,2120.0,2610.0,4250337.0,Impressionism,"The Promenade, Woman with a Parasol",76587.jpg,five_classes/76587.jpg
157,Robert Julian Onderdonk,2729.0,2024.0,899397.0,Impressionism,Prickly Pear in Blossom,53486.jpg,five_classes/53486.jpg
158,Edgar Degas,2727.0,2021.0,1320248.0,Impressionism,Three girls sitting en face,61438.jpg,five_classes/61438.jpg
159,Max Slevogt,2610.0,2104.0,2672937.0,Impressionism,Unter den Linden,10421.jpg,five_classes/10421.jpg
160,Edgar Degas,1746.0,3144.0,1331990.0,Impressionism,The Green Dancer,34647.jpg,five_classes/34647.jpg
161,Claude Monet,2500.0,2192.0,2050796.0,Impressionism,"The Artist's House, View from the Rose Garden",95390.jpg,five_classes/95390.jpg
162,Alfred Sisley,2536.0,2157.0,465918.0,Impressionism,The Banks of the Oise,69568.jpg,five_classes/69568.jpg
163,Berthe Morisot,2536.0,2157.0,612423.0,Impressionism,Eugene Manet on the Isle of Wight ,61040.jpg,five_classes/61040.jpg
164,Edgar Degas,2024.0,2699.0,534552.0,Impressionism,Dancers at the Barre,77001.jpg,five_classes/77001.jpg
165,Camille Pissarro,2536.0,2151.0,729513.0,Impressionism,"The Stage on the Road from Ennery to l'Hermigate, Pontoise",41768.jpg,five_classes/41768.jpg
166,William Merritt Chase,2729.0,1989.0,2151250.0,Impressionism,First Touch of Autumn,82596.jpg,five_classes/82596.jpg
167,Mary Cassatt,2064.0,2614.0,1237216.0,Impressionism,Maternal Kiss,21602.jpg,five_classes/21602.jpg
168,Edgar Degas,2024.0,2651.0,548174.0,Impressionism,Ballerina and Lady with a Fan,26182.jpg,five_classes/26182.jpg
169,Edgar Degas,1972.0,2716.0,1061047.0,Impressionism,Study for the Self Portrait,66688.jpg,five_classes/66688.jpg
170,Childe Hassam,2656.0,2016.0,988245.0,Impressionism,"Columbian Exposition, Chicago",44204.jpg,five_classes/44204.jpg
171,Alfred Sisley,2536.0,2109.0,527093.0,Impressionism,The Loing at Moret,6103.jpg,five_classes/6103.jpg
172,Alfred Sisley,2536.0,2103.0,607459.0,Impressionism,The Washerwomen of Moret,70236.jpg,five_classes/70236.jpg
173,Mary Cassatt,1819.0,2902.0,958567.0,Impressionism,Helene de Septeuil,20089.jpg,five_classes/20089.jpg
174,Berthe Morisot,2024.0,2604.0,472272.0,Impressionism,The Cradle,50070.jpg,five_classes/50070.jpg
175,Alfred Sisley,2536.0,2075.0,590621.0,Impressionism,"Normandy, the water path, in the evening at Sahurs",74291.jpg,five_classes/74291.jpg
176,Claude Monet,2957.0,1776.0,3810386.0,Impressionism,The Seine at Vetheuil ,2238.jpg,five_classes/2238.jpg
177,Francisco Oller,1777.0,2953.0,1182468.0,Impressionism,George W. Davis ,10905.jpg,five_classes/10905.jpg
178,Claude Monet,2979.0,1760.0,1238525.0,Impressionism,The Willows,38424.jpg,five_classes/38424.jpg
179,Mary Cassatt,2036.0,2572.0,1571946.0,Impressionism,Lilacs in a Window,753.jpg,five_classes/753.jpg
180,Claude Monet,2503.0,2083.0,1356450.0,Impressionism,The Route a Vetheuil,95854.jpg,five_classes/95854.jpg
181,Alfred Sisley,2536.0,2043.0,610213.0,Impressionism,Church of Moret,78840.jpg,five_classes/78840.jpg
182,Alfred Sisley,2536.0,2042.0,695665.0,Impressionism,Houses on the banks of the Loing,8774.jpg,five_classes/8774.jpg
183,Max Liebermann,3000.0,1725.0,1499638.0,Impressionism,Children's playground in Tiergarten park in Berlin,82366.jpg,five_classes/82366.jpg
184,Childe Hassam,2068.0,2502.0,1576922.0,Impressionism,"Allies Day, May",62516.jpg,five_classes/62516.jpg
185,Pierre-Auguste Renoir,2536.0,2030.0,525953.0,Impressionism,Pont Neuf,25088.jpg,five_classes/25088.jpg
186,Honore Daumier,2024.0,2543.0,478562.0,Impressionism,Returning from the market,96357.jpg,five_classes/96357.jpg
187,Paul Cezanne,2536.0,2029.0,461367.0,Impressionism,The Bridge at Maincy ,4865.jpg,five_classes/4865.jpg
188,Alfred Sisley,2536.0,2028.0,610552.0,Impressionism,Walnut trees at sunset in early October,27944.jpg,five_classes/27944.jpg
189,Claude Monet,2500.0,2057.0,973185.0,Impressionism,Villas at Bordighera 03,85713.jpg,five_classes/85713.jpg
190,Alfred Sisley,2536.0,2024.0,624168.0,Impressionism,Banks of the Loing at Moret,75174.jpg,five_classes/75174.jpg
191,Claude Monet,2500.0,2051.0,1522266.0,Impressionism,Palm Tree at Bordighera,85337.jpg,five_classes/85337.jpg
192,Frederic Bazille,2056.0,2490.0,2084439.0,Impressionism,Self-Portrait,70117.jpg,five_classes/70117.jpg
193,Pierre-Auguste Renoir,2024.0,2528.0,495680.0,Impressionism,Steps in Algiers,51077.jpg,five_classes/51077.jpg
194,Claude Monet,2103.0,2432.0,854321.0,Impressionism,Meadows in Giverny,27026.jpg,five_classes/27026.jpg
195,Pierre-Auguste Renoir,2536.0,2016.0,524173.0,Impressionism,Portrait of Charles and Georges Durand Ruel,17440.jpg,five_classes/17440.jpg
196,Pierre-Auguste Renoir,1880.0,2717.0,2023478.0,Impressionism,In summer (The Gypsy),98103.jpg,five_classes/98103.jpg
197,Edgar Degas,2024.0,2523.0,467117.0,Impressionism,The Cafe Concert (The Song of the Dog),19644.jpg,five_classes/19644.jpg
198,Paul Cezanne,2536.0,2011.0,612202.0,Impressionism,View of Auvers,61041.jpg,five_classes/61041.jpg
199,Paul Cezanne,2024.0,2511.0,597844.0,Impressionism,"Portrait of Victor Chocquet, Seated",46469.jpg,five_classes/46469.jpg
200,Claude Monet,2500.0,2026.0,1849658.0,Impressionism,The Entrance to Giverny under the Snow,57481.jpg,five_classes/57481.jpg
201,Edgar Degas,2024.0,2502.0,490103.0,Impressionism,Three Dancers in an Exercise Hall,58105.jpg,five_classes/58105.jpg
202,Frederic Bazille,2054.0,2465.0,1423946.0,Impressionism,Portrait of Auguste Renoir,101979.jpg,five_classes/101979.jpg
203,Paul Cezanne,2536.0,1992.0,483804.0,Impressionism,Still life with open drawer,18730.jpg,five_classes/18730.jpg
204,Alfred Sisley,2592.0,1944.0,2003500.0,Impressionism,Saint Lubin Church,83201.jpg,five_classes/83201.jpg
205,Claude Monet,2500.0,2015.0,3091800.0,Impressionism,Clifftop Walk at Pourville,61801.jpg,five_classes/61801.jpg
206,Claude Monet,2495.0,2016.0,3358182.0,Impressionism,The Willows,5699.jpg,five_classes/5699.jpg
207,Claude Monet,2500.0,2010.0,1465731.0,Impressionism,The Wheat Field,60688.jpg,five_classes/60688.jpg
208,Paul Cezanne,2024.0,2481.0,503034.0,Impressionism,The House of Dr. Gached in Auvers,94170.jpg,five_classes/94170.jpg
209,Edgar Degas,2683.0,1871.0,1023355.0,Impressionism,Spartan Girls Challenging Boys,21813.jpg,five_classes/21813.jpg
210,Edgar Degas,2024.0,2480.0,452463.0,Impressionism,Woman with the Oriental Vase,43862.jpg,five_classes/43862.jpg
211,Edgar Degas,2508.0,1996.0,707382.0,Impressionism,Study for Semiramis Building Babylon,75781.jpg,five_classes/75781.jpg
212,Claude Monet,2500.0,2000.0,3242982.0,Impressionism,"Antibes, Afternoon Effect",34872.jpg,five_classes/34872.jpg
213,Claude Monet,2500.0,2000.0,2094067.0,Impressionism,Landscape with Thunderstorm,81293.jpg,five_classes/81293.jpg
214,Claude Monet,2500.0,1997.0,573696.0,Impressionism,Adolphe Monet Reading in the Garden,81397.jpg,five_classes/81397.jpg
215,Frits Thaulow,2500.0,1997.0,1555517.0,Impressionism,The Priest,9329.jpg,five_classes/9329.jpg
216,Henri de Toulouse-Lautrec,2536.0,1968.0,613643.0,Impressionism,Dog Car,86237.jpg,five_classes/86237.jpg
217,Claude Monet,2000.0,2495.0,1342375.0,Impressionism,"Venice, Rio de Santa Salute",18116.jpg,five_classes/18116.jpg
218,Claude Monet,2500.0,1991.0,3276450.0,Impressionism,"Rocks at Port Coton, the Lion Rock",29003.jpg,five_classes/29003.jpg
